epoch,dice_coef,loss,val_dice_coef,val_loss
68,0.8835621644752194,-0.8835621644752194,0.7513463497161865,-0.7513463497161865
69,0.885097706859762,-0.885097706859762,0.7228515985466185,-0.7228515985466185
70,0.8834354103815676,-0.8834354103815676,0.7278771159194765,-0.7278771159194765
71,0.8851388163036771,-0.8851388163036771,0.7257443655814443,-0.7257443655814443
72,0.8928035232755873,-0.8928035232755873,0.7486959603570756,-0.7486959603570756
73,0.8936587259022877,-0.8936587259022877,0.7470436709977332,-0.7470436709977332
74,0.8963672991352852,-0.8963672991352852,0.7514836525633222,-0.7514836525633222
75,0.8969089169092853,-0.8969089169092853,0.7352343716082119,-0.7352343716082119
76,0.8983581869891195,-0.8983581869891195,0.73305572782244,-0.73305572782244
77,0.8975948586006357,-0.8975948586006357,0.7335997404796737,-0.7335997404796737
78,0.9001292471933846,-0.9001292471933846,0.7353024248565946,-0.7353024248565946
79,0.901479913730814,-0.901479913730814,0.7256600746796245,-0.7256600746796245
80,0.8994256799871271,-0.8994256799871271,0.7258335096495492,-0.7258335096495492
81,0.9012636978818913,-0.9012636978818913,0.7455512203630947,-0.7455512203630947
82,0.9025343903387436,-0.9025343903387436,0.7358598421726908,-0.7358598421726908
83,0.9059836587520561,-0.9059836587520561,0.7387673908046314,-0.7387673908046314
84,0.9083913393092878,-0.9083913393092878,0.7381696913923536,-0.7381696913923536
85,0.9081374099760344,-0.9081374099760344,0.7312029273737044,-0.7312029273737044
86,0.9101368423664209,-0.9101368423664209,0.7379383863437743,-0.7379383863437743
87,0.9092868283541515,-0.9092868283541515,0.7430663850335848,-0.7430663850335848
88,0.9125463914389562,-0.9125463914389562,0.739975688358148,-0.739975688358148
89,0.9120445498312363,-0.9120445498312363,0.739424640578883,-0.739424640578883
90,0.9088002946039643,-0.9088002946039643,0.7475118945751872,-0.7475118945751872
91,0.91133916949985,-0.91133916949985,0.731163161851111,-0.731163161851111
92,0.9146725926736389,-0.9146725926736389,0.7341671092879205,-0.7341671092879205
93,0.9179130199581685,-0.9179130199581685,0.7340332361913863,-0.7340332361913863
94,0.9180606651787806,-0.9180606651787806,0.7428876487981706,-0.7428876487981706
95,0.9196805445232776,-0.9196805445232776,0.7477272309008098,-0.7477272309008098
96,0.9191372039342167,-0.9191372039342167,0.7516980774345852,-0.7516980774345852
97,0.9213114209247358,-0.9213114209247358,0.7250725226033301,-0.7250725226033301
98,0.9230916021448193,-0.9230916021448193,0.7465285524016335,-0.7465285524016335
99,0.9234348108070065,-0.9234348108070065,0.7448186029990514,-0.7448186029990514
100,0.9234813042361327,-0.9234813042361327,0.7425173411057109,-0.7425173411057109
101,0.9258318886612401,-0.9258318886612401,0.7324304222351029,-0.7324304222351029
102,0.9252585419500717,-0.9252585419500717,0.7402747575016249,-0.7402747575016249
103,0.9218253604691438,-0.9218253604691438,0.7396005292733511,-0.7396005292733511
104,0.9256615641743245,-0.9256615641743245,0.7452653639373326,-0.7452653639373326
105,0.9268273629925468,-0.9268273629925468,0.7500390499120667,-0.7500390499120667
106,0.9304600758383973,-0.9304600758383973,0.7446536503377414,-0.7446536503377414
107,0.929799598876876,-0.929799598876876,0.751232772355988,-0.751232772355988
108,0.9309366872214307,-0.9309366872214307,0.7388360908343679,-0.7388360908343679
109,0.9309848525909462,-0.9309848525909462,0.7410375121093932,-0.7410375121093932
110,0.9309011050547013,-0.9309011050547013,0.7370519350681987,-0.7370519350681987
111,0.9323857535015453,-0.9323857535015453,0.7484079698721567,-0.7484079698721567
112,0.9310871808215825,-0.9310871808215825,0.7497450209089688,-0.7497450209089688
113,0.9317522389118118,-0.9317522389118118,0.7245165875979832,-0.7245165875979832
114,0.9339099962903996,-0.9339099962903996,0.752780234175069,-0.752780234175069
115,0.9345575315181656,-0.9345575315181656,0.7411114360604968,-0.7411114360604968
116,0.9330070933910332,-0.9330070933910332,0.7393097100513322,-0.7393097100513322
117,0.9353362863714044,-0.9353362863714044,0.7419274782850629,-0.7419274782850629
118,0.936570251529867,-0.936570251529867,0.7504302802540007,-0.7504302802540007
119,0.9360819311455043,-0.9360819311455043,0.743339924230462,-0.743339924230462
120,0.9360658077880589,-0.9360658077880589,0.7480083803335825,-0.7480083803335825
121,0.9394092743444924,-0.9394092743444924,0.7239147552422115,-0.7239147552422115
122,0.9383264027460657,-0.9383264027460657,0.7425537747996194,-0.7425537747996194
123,0.9396594058383595,-0.9396594058383595,0.760202424512023,-0.760202424512023
124,0.9354974127779103,-0.9354974127779103,0.7250560986853781,-0.7250560986853781
125,0.9333076660681252,-0.9333076660681252,0.7394747994840145,-0.7394747994840145
126,0.9388352587367549,-0.9388352587367549,0.7392943338269279,-0.7392943338269279
127,0.9409673611323038,-0.9409673611323038,0.7385921974976858,-0.7385921974976858
128,0.9415446586079068,-0.9415446586079068,0.7274284433750879,-0.7274284433750879
129,0.9428178755321888,-0.9428178755321888,0.7592033087497666,-0.7592033087497666
130,0.9409087959564093,-0.9409087959564093,0.7427474561901319,-0.7427474561901319
131,0.9437484798407314,-0.9437484798407314,0.7439910035048213,-0.7439910035048213
132,0.9442410631613298,-0.9442410631613298,0.7406357711269742,-0.7406357711269742
133,0.9445399837662475,-0.9445399837662475,0.7342448752550852,-0.7342448752550852
134,0.9442051311936042,-0.9442051311936042,0.7409102043935231,-0.7409102043935231
135,0.9446285351960346,-0.9446285351960346,0.7350519895553589,-0.7350519895553589
136,0.9467037440550448,-0.9467037440550448,0.7427810288610912,-0.7427810288610912
137,0.9446346248039091,-0.9446346248039091,0.74161458725021,-0.74161458725021
138,0.9456051256921556,-0.9456051256921556,0.7511826909723736,-0.7511826909723736
139,0.9462093382772773,-0.9462093382772773,0.7461210922116325,-0.7461210922116325
140,0.9459784440319947,-0.9459784440319947,0.7427148806552092,-0.7427148806552092
141,0.9463668101363711,-0.9463668101363711,0.7397006952336856,-0.7397006952336856
142,0.9478719854595685,-0.9478719854595685,0.7419480695610955,-0.7419480695610955
143,0.9485087554262142,-0.9485087554262142,0.7402266036896479,-0.7402266036896479
144,0.9474018487063322,-0.9474018487063322,0.7424167059361935,-0.7424167059361935
145,0.9470400340629347,-0.9470400340629347,0.7324892094447499,-0.7324892094447499
146,0.9486359363854534,-0.9486359363854534,0.7510644839633078,-0.7510644839633078
147,0.9488528753169859,-0.9488528753169859,0.7511798980690184,-0.7511798980690184
148,0.9497124670129834,-0.9497124670129834,0.7359466967838151,-0.7359466967838151
149,0.9505147124179686,-0.9505147124179686,0.7381804095847266,-0.7381804095847266
150,0.9514722486939093,-0.9514722486939093,0.7427412069269589,-0.7427412069269589
151,0.9519413727702517,-0.9519413727702517,0.7315568441436404,-0.7315568441436404
152,0.9502987837550616,-0.9502987837550616,0.7366760862725121,-0.7366760862725121
153,0.9509804944197336,-0.9509804944197336,0.729024734880243,-0.729024734880243
154,0.9400464049493423,-0.9400464049493423,0.750281402752513,-0.750281402752513
155,0.9497479260569871,-0.9497479260569871,0.7449764268738883,-0.7449764268738883
156,0.9527896212206947,-0.9527896212206947,0.7302569094158354,-0.7302569094158354
157,0.9530090379594552,-0.9530090379594552,0.7401802099886394,-0.7401802099886394
158,0.9537397048088035,-0.9537397048088035,0.7347943044844127,-0.7347943044844127
159,0.9533857089100461,-0.9533857089100461,0.7441695800849369,-0.7441695800849369
160,0.9542399936854237,-0.9542399936854237,0.7413646720704579,-0.7413646720704579
161,0.9541305414956025,-0.9541305414956025,0.7423843961386454,-0.7423843961386454
162,0.9540340792049061,-0.9540340792049061,0.7355241647788456,-0.7355241647788456
163,0.9545211391617553,-0.9545211391617553,0.7423086851125672,-0.7423086851125672
164,0.9546471171908908,-0.9546471171908908,0.7400371286840666,-0.7400371286840666
165,0.9553911577571522,-0.9553911577571522,0.7362017911814508,-0.7362017911814508
166,0.956033691613361,-0.956033691613361,0.7387119109431902,-0.7387119109431902
167,0.9553204654443144,-0.9553204654443144,0.7323280936550527,-0.7323280936550527
168,0.9559353851910793,-0.9559353851910793,0.7457719257190114,-0.7457719257190114
169,0.9565357945182107,-0.9565357945182107,0.7411108832983744,-0.7411108832983744
170,0.9558879182194219,-0.9558879182194219,0.7466852033422107,-0.7466852033422107
171,0.9564787871909864,-0.9564787871909864,0.7525121622851917,-0.7525121622851917
172,0.9567719956841132,-0.9567719956841132,0.7446973859554246,-0.7446973859554246
