epoch,dice_coef,loss,val_dice_coef,val_loss
0,0.02444211414761164,-0.02444211414761164,0.028771677608823494,-0.028771677608823494
1,0.04573571626473256,-0.04573571626473256,0.06117829141606178,-0.06117829141606178
2,0.11333305317663936,-0.11333305317663936,0.14810375609834278,-0.14810375609834278
3,0.23800974335719013,-0.23800974335719013,0.2618427628601369,-0.2618427628601369
4,0.34452450305583293,-0.34452450305583293,0.3755090172157257,-0.3755090172157257
5,0.39923614742586533,-0.39923614742586533,0.4104962224058302,-0.4104962224058302
6,0.4407483170119057,-0.4407483170119057,0.43865186469217105,-0.43865186469217105
7,0.4774270804006635,-0.4774270804006635,0.47558358737695106,-0.47558358737695106
8,0.5153850124153189,-0.5153850124153189,0.5176502332185573,-0.5176502332185573
9,0.5304417325407319,-0.5304417325407319,0.5548349126035775,-0.5548349126035775
10,0.5680483288385652,-0.5680483288385652,0.5339003280054645,-0.5339003280054645
11,0.60324937757575,-0.60324937757575,0.6106214575425145,-0.6106214575425145
12,0.6259909540113776,-0.6259909540113776,0.5708550352026664,-0.5708550352026664
13,0.6215376433624764,-0.6215376433624764,0.6061077077340867,-0.6061077077340867
14,0.6535597023638812,-0.6535597023638812,0.6306432475823731,-0.6306432475823731
15,0.6610869305452916,-0.6610869305452916,0.6322491335505176,-0.6322491335505176
16,0.6759110173643238,-0.6759110173643238,0.6168226084361473,-0.6168226084361473
17,0.6862953228480888,-0.6862953228480888,0.6614161085869584,-0.6614161085869584
18,0.6930309449030896,-0.6930309449030896,0.6574811046676976,-0.6574811046676976
19,0.7106921305560102,-0.7106921305560102,0.6656593738922051,-0.6656593738922051
20,0.7140585983341391,-0.7140585983341391,0.6750609136763073,-0.6750609136763073
21,0.727376167671849,-0.727376167671849,0.683260573162919,-0.683260573162919
22,0.7307524801504732,-0.7307524801504732,0.6807202224930128,-0.6807202224930128
23,0.7437985781768356,-0.7437985781768356,0.6749831509022486,-0.6749831509022486
24,0.7479275237731259,-0.7479275237731259,0.6858618337483633,-0.6858618337483633
25,0.752479624417093,-0.752479624417093,0.6856743390006679,-0.6856743390006679
26,0.7511168263777338,-0.7511168263777338,0.6747675587733587,-0.6747675587733587
27,0.7491560223126652,-0.7491560223126652,0.6878809595391864,-0.6878809595391864
28,0.7612376973183468,-0.7612376973183468,0.6997896541087401,-0.6997896541087401
29,0.77095497331836,-0.77095497331836,0.6985693687484378,-0.6985693687484378
30,0.7809352293761089,-0.7809352293761089,0.7071931557286353,-0.7071931557286353
31,0.7795321897725866,-0.7795321897725866,0.7187535486051014,-0.7187535486051014
32,0.7897485843812576,-0.7897485843812576,0.7171421735769227,-0.7171421735769227
33,0.790214474153037,-0.790214474153037,0.7048329398745582,-0.7048329398745582
34,0.7988079325719313,-0.7988079325719313,0.7143544760488328,-0.7143544760488328
35,0.7947657468041989,-0.7947657468041989,0.7172677740454674,-0.7172677740454674
36,0.8020499867923332,-0.8020499867923332,0.727111466938541,-0.727111466938541
37,0.803739235557691,-0.803739235557691,0.7282965538047609,-0.7282965538047609
38,0.7768756413098538,-0.7768756413098538,0.723485513634625,-0.723485513634625
39,0.8083450106358288,-0.8083450106358288,0.7113413757511547,-0.7113413757511547
40,0.8133060051636263,-0.8133060051636263,0.7295072472521237,-0.7295072472521237
41,0.8248088076861217,-0.8248088076861217,0.7189330781499544,-0.7189330781499544
42,0.8259617821736769,-0.8259617821736769,0.7322511165624573,-0.7322511165624573
43,0.8284395808222318,-0.8284395808222318,0.7213467405665488,-0.7213467405665488
44,0.8287068916992708,-0.8287068916992708,0.693205231711978,-0.693205231711978
45,0.8324292705516623,-0.8324292705516623,0.7121608447106111,-0.7121608447106111
46,0.8330143912874087,-0.8330143912874087,0.7110094360652424,-0.7110094360652424
47,0.8394882588675527,-0.8394882588675527,0.7219126973123777,-0.7219126973123777
48,0.8405274002238957,-0.8405274002238957,0.7304675522304717,-0.7304675522304717
49,0.8391998446348942,-0.8391998446348942,0.7294751412811733,-0.7294751412811733
50,0.8441231952171133,-0.8441231952171133,0.7276630330653417,-0.7276630330653417
51,0.8407985712542678,-0.8407985712542678,0.7414650870930581,-0.7414650870930581
52,0.8488936430276043,-0.8488936430276043,0.7350443307132948,-0.7350443307132948
53,0.8552401276549908,-0.8552401276549908,0.722713416885762,-0.722713416885762
54,0.858454745225232,-0.858454745225232,0.7420429867647943,-0.7420429867647943
55,0.8581344726109745,-0.8581344726109745,0.6902295255235263,-0.6902295255235263
56,0.8612201448642847,-0.8612201448642847,0.7522988393902779,-0.7522988393902779
57,0.8655867663898853,-0.8655867663898853,0.7246211453207901,-0.7246211453207901
58,0.8517166809602217,-0.8517166809602217,0.7379151256311507,-0.7379151256311507
59,0.8697037130895288,-0.8697037130895288,0.7303011449319976,-0.7303011449319976
60,0.8686959695334386,-0.8686959695334386,0.7309731259232476,-0.7309731259232476
61,0.8695997093061004,-0.8695997093061004,0.7305216736027172,-0.7305216736027172
62,0.8693257847217598,-0.8693257847217598,0.7531326186089289,-0.7531326186089289
63,0.8742515423683205,-0.8742515423683205,0.7225643630538668,-0.7225643630538668
64,0.8758192116563971,-0.8758192116563971,0.7330630474856922,-0.7330630474856922
65,0.8791828318075701,-0.8791828318075701,0.7411242091939563,-0.7411242091939563
66,0.8819249907527307,-0.8819249907527307,0.7247050479054451,-0.7247050479054451
67,0.8832753734155134,-0.8832753734155134,0.7406420274859383,-0.7406420274859383
