-0.6459436484,-0.4402883677,-0.9877055647,-0.1643989873,-0.0892551492,0.8785050244,-0.3875329893,-0.1643989873,0.1452330101,-0.4362822542
-0.7821186645,-0.3543832034,0.4789212849,-0.1643989873,-0.1721415634,1.3414939621,-0.079145402,-0.1643989873,-0.2389590291,-0.4398657393
-0.8034557745,-0.1408940437,1.1676196221,-0.1643989873,-0.2006671756,0.6211695772,0.2508865168,-0.1643989873,0.4436330939,-0.4661830927
1.2928378645,-0.4732121245,0.4844802036,-0.1643989873,-0.2761297464,-0.0184603889,-0.5276449674,-0.1643989873,-0.7791191235,0.2499276225
-0.8746097799,0.3599634378,-0.4790758007,-0.1643989873,0.0047840882,-0.150417466,0.4674551489,-0.1643989873,0.2547363789,-0.3033318899
0.432132876,-0.5134305822,1.1135994402,-0.1643989873,-0.2772800436,-0.9642668439,-0.6076248861,-0.1643989873,-0.6827490958,-0.3585217617
1.553545822,-0.5017873988,-0.1994306015,-0.1643989873,-0.2746480487,-2.8103183229,-0.6099788102,-0.1643989873,-0.5643920536,-0.087195979
0.2016153453,-0.2870965093,-0.547432002,-0.1643989873,-0.2282545909,-0.9223914464,-0.5196469755,-0.1643989873,-0.6392611257,0.3767208224
-0.7710438657,-0.3412329224,-0.0640189183,-0.1643989873,-0.1705863709,0.3911937292,-0.2582268981,-0.1643989873,0.0340700526,-0.447036762
0.1616303723,-0.4853717897,2.5124370897,-0.1643989873,-0.2860152352,-0.7400954071,-0.4982262668,-0.1643989873,0.2242337104,-0.4345533903
0.1144243497,0.1616757468,-0.429980064,-0.1643989873,-0.1038557255,1.2871678853,-0.0670715595,-0.1643989873,-0.553850202,1.3626329091
-0.9257901242,-0.0969324949,0.8017143529,-0.1643989873,-0.1072968263,1.0595924111,2.2837164952,-0.1643989873,1.5584762811,-0.4899796779
0.7756622864,-0.3615795698,-0.1668964079,-0.1643989873,-0.2723750863,-1.1310353445,-0.5101848203,-0.1643989873,-0.359856528,-0.2556715212
-0.1796545902,-0.4889215676,2.7287409891,-0.1643989873,-0.2632172907,-1.7429458817,-0.5846741268,-0.1643989873,-0.2769512367,-0.4117426581
-0.1527265838,-0.020886451,-0.6512992312,-0.1643989873,-0.2501236652,0.4392779378,0.2299115185,-0.1643989873,-0.5832634199,0.0339988748
-0.2797525005,-0.1349692853,-0.4547487823,-0.1643989873,-0.2099966261,-0.1242163184,-0.2685251132,-0.1643989873,-0.325536742,0.0012389367
0.8389696168,-0.4482301565,-0.1245103837,-0.1643989873,-0.2776372205,-0.6512002597,-0.5165868743,-0.1643989873,-0.5606293016,-0.1503786922
0.0366795752,-0.4800857279,0.0071912037,-0.1643989873,-0.2323511561,-0.999909459,-0.5666735313,-0.1643989873,-0.6226191246,-0.2529648439
0.6991394284,-0.446168061,2.002186058,-0.1643989873,-0.2875120711,0.1750496968,-0.5923243799,-0.1643989873,-0.8536170936,-0.1202277131
-0.3531714587,-0.4284401893,0.6712626447,-0.1643989873,-0.2464415782,0.6209328013,-0.4546198241,-0.1643989873,-0.5327834534,-0.3533639268
-0.4818416087,-0.4782617581,-1.4791707662,-0.1643989873,-0.0825606315,1.2708157215,-0.425931375,-0.1643989873,-0.2931423251,-0.3808498954
-0.2641061043,-0.4680516246,0.0047852291,-0.1643989873,-0.2595441752,-0.4415752583,-0.4652755338,-0.1643989873,-0.4851998221,-0.4008272548
1.1252522884,-0.4673432991,-1.0901587346,-0.1643989873,-0.2624340158,1.6940820948,-0.4416476558,-0.1643989873,-0.6719961941,0.1915833792
-1.0470845031,-0.3299261193,-0.3835754902,6.0827625303,6.0324674708,0.4155162206,-0.2730388167,6.0827625303,4.350923779,-0.5031683729
-0.8735987447,2.9166362259,-0.03947948,-0.1643989873,-0.0209198642,-0.2034942216,3.4408940875,-0.1643989873,0.391168139,-0.3832688795
-0.2411787431,-0.5015688782,-1.5209909777,-0.1643989873,-0.216596519,0.9311872776,-0.5101848203,-0.1643989873,-0.3959537144,-0.4035444288
0.0279141032,-0.4856162583,0.4183781142,-0.1643989873,-0.2738220025,-0.4106344606,-0.5119967224,-0.1643989873,0.1010611106,-0.4399920146
2.6841872822,-0.0977840414,-0.5690221491,-0.1643989873,-0.2507774405,-1.4114939424,-0.4695378177,-0.1643989873,-0.6449362182,5.6205288083
-0.5405512727,0.2349320841,-0.4958286686,-0.1643989873,0.2169566326,-0.5672730391,-0.1357682039,-0.1643989873,0.4600117663,0.6644632323
-0.720817737,3.9368734538,-0.3479745208,-0.1643989873,-0.0705507511,-0.0288941804,2.1115714496,-0.1643989873,-0.1619785527,0.3825445986
-0.8052780643,-0.1397095152,-0.8573945428,-0.1643989873,0.035718682,0.4729789795,-0.0385520986,-0.1643989873,0.657842308,-0.3921931678
-0.730052995,0.0457198393,-0.9594054769,-0.1643989873,0.0824635009,0.6070355618,0.0271355637,-0.1643989873,-0.1102079402,-0.1749095979
-0.2767825471,-0.2624554887,-0.4790734232,-0.1643989873,-0.178138814,-0.0897392882,-0.35342784,-0.1643989873,-0.5346658215,0.2811320165
-0.9315294555,2.9959146698,-0.4097605284,-0.1643989873,0.1131706285,-0.0607103609,3.2218994142,-0.1643989873,0.6445632146,-0.410867547
