3.066845e+01,6.090284e-01,1,3.098802e+00,3.172515e+00,2.455801e+01,3.953144e+01,49,1.207208e-01,3.155992e+01,3.264373e+01,6.921729e-03,3.289802e+01,3.096992e+01,-5.207910e+00,3.418143e+01,8.367664e+01,1.738095e+00,1
3.417836e+01,5.710925e-01,0,5.291084e+00,2.571867e+00,7.061917e+01,3.569912e+01,14,5.128810e+00,2.551539e+01,2.717084e+01,1.039236e+01,2.682943e+01,2.578258e+01,-3.947080e+00,2.952344e+01,6.952358e+01,1.744681e+00,1
2.100852e+01,6.355342e-01,0,1.028445e+01,1.262280e+00,8.210168e+01,2.759756e+01,2,1.877713e+01,1.990237e+01,2.155442e+01,1.354868e+01,2.113222e+01,2.257457e+01,-1.057284e+01,2.248851e+01,3.935268e+01,2.115385e-01,1
4.009332e+01,6.014941e-01,0,3.211265e+00,3.933196e+00,1.924251e+01,3.583265e+01,36,1.178878e-01,2.741141e+01,2.998464e+01,1.521336e+00,2.942802e+01,2.832789e+01,-1.547691e+00,3.241034e+01,8.708750e+01,7.088235e+00,1
3.122510e+01,6.199643e-01,0,5.534968e+00,2.694201e+00,4.096676e+01,3.461283e+01,11,2.012956e+00,2.808691e+01,2.723327e+01,1.778681e-01,2.961251e+01,2.623005e+01,-2.271586e+00,2.867555e+01,7.489880e+01,1.679688e+00,1
3.290515e+01,6.609845e-01,0,3.521903e+00,3.400357e+00,2.462667e+01,4.057313e+01,29,2.945582e-02,3.021131e+01,3.611054e+01,1.145916e+00,3.228992e+01,3.364932e+01,1.131635e+00,3.638044e+01,7.866423e+01,1.297619e+00,1
3.641053e+01,7.022362e-01,0,5.215223e+00,1.849212e+00,4.077869e+01,3.303041e+01,17,3.244153e+00,2.299731e+01,2.697144e+01,1.342803e+00,2.461265e+01,2.432324e+01,2.525449e+00,2.939873e+01,6.532526e+01,4.137931e-01,1
4.187636e+01,4.719757e-01,-1.500000e+00,1.813639e+00,6.664502e+00,1.337206e+01,4.915382e+01,81,4.183255e-02,4.257853e+01,3.901044e+01,7.471991e-03,4.374118e+01,3.734883e+01,1.323990e+00,4.369528e+01,1.127313e+02,8.614545e+01,1
3.952253e+01,6.151803e-01,-1,3.192716e+00,4.243382e+00,1.710457e+01,4.688504e+01,3.250000e+01,4.082840e-01,3.384354e+01,3.665897e+01,1.585488e-01,3.500033e+01,3.519538e+01,4.324790e-01,3.980120e+01,9.013979e+01,1.310345e+00,1
3.189120e+01,6.268937e-01,0,4.068628e+00,3.750425e+00,3.221193e+01,3.796696e+01,23,2.331505e-01,2.984999e+01,2.973942e+01,7.960109e-01,3.110459e+01,2.782492e+01,-1.718851e+00,3.284868e+01,8.888748e+01,6.796875e-01,1
4.543898e+01,4.237416e-01,3.500000e+00,1.654095e+00,7.459524e+00,1.513182e+01,5.164895e+01,83,4.562274e-02,4.720974e+01,4.056649e+01,3.245612e-02,4.987347e+01,4.308350e+01,-9.669791e-01,4.424259e+01,1.227332e+02,1.872340e+00,1
1.986262e+01,6.262429e-01,0,9.587109e+00,5.587662e-01,6.552328e+01,1.789204e+01,3,1.687588e+01,1.002893e+01,1.315323e+01,3.002243e+01,1.111179e+01,1.086199e+01,7.349289e-01,1.571946e+01,2.675056e+01,8.437500e-01,1
3.326568e+01,5.891549e-01,0,4.418575e+00,3.361818e+00,3.662464e+01,3.884017e+01,1.550000e+01,7.545082e-01,2.926012e+01,3.336230e+01,1.155537e-01,3.023160e+01,3.047657e+01,-3.337767e+00,3.797111e+01,8.149160e+01,5.390625e-01,1
3.382368e+01,5.722505e-01,0,3.932708e+00,3.285038e+00,2.601303e+01,3.010101e+01,27,4.908609e-03,3.280154e+01,2.781063e+01,4.554922e-01,3.415728e+01,2.609588e+01,1.698215e+00,2.948491e+01,8.562813e+01,3.653846e-01,1
2.186751e+01,7.598396e-01,0,8.118316e+00,4.512750e-01,1.030994e+02,2.002419e+01,4,3.753897e+01,1.150370e+01,1.700947e+01,3.988061e+00,1.268619e+01,1.533793e+01,-5.076341e+00,1.925171e+01,2.702808e+01,4.765625e-01,1
3.927135e+01,2.594032e-01,4,1.540765e+00,7.962848e+00,7.415918e+00,4.382656e+01,153,1.950482e-02,4.873674e+01,4.396094e+01,1.997676e-02,5.209206e+01,4.244921e+01,-3.918889e-01,4.684857e+01,1.126581e+02,1.872059e+02,2
5.726501e+01,3.996791e-01,1.500000e+00,1.266480e+00,9.795833e+00,1.012653e+01,5.935555e+01,5.250000e+01,6.191867e-03,5.666559e+01,4.625418e+01,1.710552e-02,5.947002e+01,4.766188e+01,-2.750894e+00,5.150315e+01,1.576199e+02,2.058824e+00,2
5.714902e+01,3.838520e-01,6,1.586450e+00,5.548913e+00,1.278952e+01,4.711436e+01,7.050000e+01,4.523242e-04,4.825006e+01,4.449829e+01,1.631237e-01,4.888644e+01,4.094402e+01,1.820758e+00,4.370898e+01,1.139260e+02,7.000000e+00,2
4.840634e+01,4.465756e-01,5,1.627648e+00,7.494737e+00,1.199824e+01,5.121496e+01,1.235000e+02,1.909368e-02,4.392820e+01,4.115862e+01,5.128852e-03,4.766493e+01,4.222969e+01,-1.664226e-01,4.396079e+01,1.171427e+02,1.029412e+00,2
4.460123e+01,4.028827e-01,2,2.300484e+00,5.480110e+00,1.550923e+01,5.686919e+01,59,8.765996e-02,3.855446e+01,4.058422e+01,8.552865e-02,4.110977e+01,3.868000e+01,3.778976e+00,4.427195e+01,9.559301e+01,1.559615e+02,2
6.376373e+01,2.153591e-01,4,8.218459e-01,1.240000e+01,8.355646e+00,6.447706e+01,321,2.567110e-03,4.879957e+01,5.283542e+01,6.376428e-03,4.715202e+01,5.440494e+01,-2.396802e+00,5.737618e+01,1.604646e+02,2.197143e+02,2
5.160736e+01,3.952217e-01,2.500000e+00,1.255411e+00,1.054911e+01,7.830617e+00,5.707160e+01,98,5.588488e-03,4.670567e+01,5.115596e+01,1.494154e-02,4.979888e+01,4.663927e+01,-1.620277e+00,5.463951e+01,1.335697e+02,1.456731e+02,2
4.894955e+01,4.860547e-01,0,2.578940e+00,6.031146e+00,1.731082e+01,4.894186e+01,41,2.012067e-02,3.890537e+01,3.712179e+01,3.014917e-01,4.039996e+01,3.611246e+01,1.210719e+00,3.891696e+01,1.099989e+02,8.189655e-01,2
4.112337e+01,5.116364e-01,0,4.305070e+00,4.412809e+00,3.486273e+01,4.597334e+01,8,8.615107e-02,3.278677e+01,3.563722e+01,5.127454e-01,3.419258e+01,3.404827e+01,4.750662e+00,3.829287e+01,8.709487e+01,3.984375e-01,2
3.313286e+01,5.641056e-01,0,4.522517e+00,3.658315e+00,3.306178e+01,4.394296e+01,6.500000e+00,5.491335e-01,3.259308e+01,3.304566e+01,5.500972e-01,3.417748e+01,3.188187e+01,2.345185e+00,3.576263e+01,8.655755e+01,6.923077e-01,2
5.159631e+01,4.133953e-01,1,1.690794e+00,6.917874e+00,1.251631e+01,5.359972e+01,1.145000e+02,6.709499e-03,5.281309e+01,4.241669e+01,1.376523e-01,5.536370e+01,3.789878e+01,-1.997412e-01,4.892036e+01,1.281903e+02,1.136538e+01,2
4.849172e+01,3.884015e-01,5,1.452634e+00,8.690909e+00,1.347485e+01,6.378498e+01,90,2.023623e-02,3.934428e+01,4.623843e+01,1.625677e-01,4.102405e+01,5.005404e+01,9.240243e-01,5.060327e+01,1.059778e+02,9.238095e+00,2
5.222453e+01,4.514638e-01,1,2.116792e+00,7.336420e+00,1.587882e+01,6.055549e+01,23,2.369599e-01,4.300930e+01,4.657290e+01,5.374687e-02,4.327807e+01,4.636269e+01,-2.527984e+00,4.952105e+01,1.228380e+02,7.500000e-01,2
5.735700e+01,4.949528e-01,6,1.306381e+00,1.145098e+01,9.879287e+00,6.073219e+01,167,3.865520e-02,5.237058e+01,5.060832e+01,1.345925e-02,5.296225e+01,4.821314e+01,-2.645162e+00,5.673601e+01,1.305085e+02,1.015385e+01,2
3.349724e+01,6.802136e-01,0,3.338072e+00,3.258598e+00,2.099010e+01,3.431464e+01,6.250000e+01,1.578481e-01,3.207424e+01,2.670625e+01,1.414921e-01,3.365667e+01,2.650434e+01,-9.675791e-01,2.897483e+01,9.857968e+01,2.178571e+00,2
6.559480e+01,2.649699e-01,2,1.252267e+00,1.265385e+01,9.744708e+00,6.071594e+01,1.435000e+02,3.497535e-03,6.172295e+01,4.852270e+01,6.890530e-02,6.338653e+01,4.687274e+01,9.905061e-01,5.154326e+01,1.720090e+02,7.642308e+01,2
